Match_addr,X,Y,IN_AlarmDa,FR_Cause_1
630 PARK ST #M,11490094.74,3900733.281,2011-08-22T00:00:00.000Z,NULL
630 PARK ST #M,11490094.74,3900733.281,2011-08-22T00:00:00.000Z,Unintentional
710 SHAMROCK RD,11482188.3,3895120.357,2011-08-27T00:00:00.000Z,NULL
710 SHAMROCK RD,11482188.3,3895120.357,2011-08-27T00:00:00.000Z,Unintentional
500 1ST ST S #201,11487738.58,3897479.388,2011-08-24T00:00:00.000Z,NULL
801 RIDGE ST #A,11485359.6,3895881.283,2011-08-28T00:00:00.000Z,NULL
500 1ST ST S #201,11487738.58,3897479.388,2011-08-24T00:00:00.000Z,Unintentional
801 RIDGE ST #A,11485359.6,3895881.283,2011-08-28T00:00:00.000Z,Cause under investigation
2022 HESSIAN RD,11483671.41,3906569.448,2011-08-29T00:00:00.000Z,NULL
2022 HESSIAN RD,11483671.41,3906569.448,2011-08-29T00:00:00.000Z,Unintentional
100 MORRIS PAUL CT,11476540.49,3896416.733,2011-09-02T00:00:00.000Z,NULL
1500 CARLTON AVE #9,11492717.21,3895105.441,2011-08-29T00:00:00.000Z,NULL
100 MORRIS PAUL CT,11476540.49,3896416.733,2011-09-02T00:00:00.000Z,Unintentional
1500 CARLTON AVE #9,11492717.21,3895105.441,2011-08-29T00:00:00.000Z,Unintentional
814 ROUGEMONT AVE,11488059.01,3893231.058,2011-09-06T00:00:00.000Z,NULL
814 ROUGEMONT AVE,11488059.01,3893231.058,2011-09-06T00:00:00.000Z,Unintentional
408 GARRETT ST #A,11488484.64,3897844.432,2011-09-07T00:00:00.000Z,NULL
408 GARRETT ST #A,11488484.64,3897844.432,2011-09-07T00:00:00.000Z,Unintentional
1101 MILLMONT ST,11481710.78,3906441.97,2011-09-10T00:00:00.000Z,NULL
1101 MILLMONT ST,11481710.78,3906441.97,2011-09-10T00:00:00.000Z,Failure of equipment or heat source
2601 JEFFERSON PARK CIR,11478102.51,3894592.847,2011-09-14T00:00:00.000Z,NULL
311 5TH ST SW,11485993.96,3898058.801,2011-09-16T00:00:00.000Z,NULL
311 5TH ST SW,11485993.96,3898058.801,2011-09-16T00:00:00.000Z,Unintentional
415 1ST ST N,11488566.45,3899902.797,2011-09-26T00:00:00.000Z,NULL
415 1ST ST N,11488566.45,3899902.797,2011-09-26T00:00:00.000Z,Unintentional
500 1ST ST S #201,11487738.58,3897479.388,2011-09-20T00:00:00.000Z,NULL
500 1ST ST S #201,11487738.58,3897479.388,2011-09-20T00:00:00.000Z,Unintentional
1918 LEWIS MOUNTAIN RD #A,11480223.42,3901415.914,2011-09-28T00:00:00.000Z,NULL
1918 LEWIS MOUNTAIN RD #A,11480223.42,3901415.914,2011-09-28T00:00:00.000Z,Cause undetermined after investigation
612 HARRIS RD,11483584.63,3892840.293,2011-10-01T00:00:00.000Z,NULL
612 HARRIS RD,11483584.63,3892840.293,2011-10-01T00:00:00.000Z,Cause under investigation
402 MONTICELLO RD,11489816.46,3896870.386,2011-10-01T00:00:00.000Z,NULL
402 MONTICELLO RD,11489816.46,3896870.386,2011-10-01T00:00:00.000Z,Unintentional
1600 EMMET ST N,11484612.13,3908787.77,2011-10-04T00:00:00.000Z,NULL
1600 EMMET ST N,11484612.13,3908787.77,2011-10-04T00:00:00.000Z,Unintentional
1522 E HIGH ST,11494211.58,3899897.941,2011-10-04T00:00:00.000Z,NULL
2111 MICHIE DR #100,11486601.83,3909596.579,2011-10-02T00:00:00.000Z,NULL
415 BRANDON AVE #1,11481734.15,3899033.169,2011-10-08T00:00:00.000Z,NULL
415 BRANDON AVE #1,11481734.15,3899033.169,2011-10-08T00:00:00.000Z,Unintentional
530 CLEVELAND AVE #A,11482699.09,3893712.294,2011-10-09T00:00:00.000Z,NULL
1000 RIDGE ST,11484650.53,3894667.138,2011-10-10T00:00:00.000Z,NULL
106 W SOUTH ST #201,11487919.08,3898363.597,2011-10-13T00:00:00.000Z,NULL
1000 RIDGE ST,11484650.53,3894667.138,2011-10-10T00:00:00.000Z,Unintentional
106 W SOUTH ST #201,11487919.08,3898363.597,2011-10-13T00:00:00.000Z,Unintentional
1600 6TH ST SE #23,11486800.1,3893789.929,2011-10-17T00:00:00.000Z,NULL
625 W MAIN ST,11486009.27,3899149.22,2011-11-02T00:00:00.000Z,NULL
625 W MAIN ST,11486009.27,3899149.22,2011-11-02T00:00:00.000Z,Unintentional
600 RUGBY RD,11482874.27,3902905.123,2011-11-05T00:00:00.000Z,NULL
2006 STADIUM RD #1,11478528.65,3897970.6,2011-11-11T00:00:00.000Z,NULL
25 UNIVERSITY CIR,11481842.12,3903537.979,2011-11-12T00:00:00.000Z,NULL
415 QUARRY RD,11489336.73,3893320.924,2011-11-12T00:00:00.000Z,NULL
415 QUARRY RD,11489336.73,3893320.924,2011-11-12T00:00:00.000Z,Failure of equipment or heat source
1505 VIRGINIA AVE,11483272.27,3901666.548,2011-11-17T00:00:00.000Z,NULL
1505 VIRGINIA AVE,11483272.27,3901666.548,2011-11-17T00:00:00.000Z,Unintentional
2319 HIGHLAND AVE #A,11479658.63,3896098.976,2011-11-20T00:00:00.000Z,NULL
2319 HIGHLAND AVE #A,11479658.63,3896098.976,2011-11-20T00:00:00.000Z,Failure of equipment or heat source
1538 E HIGH ST,11494495.25,3900134.374,2011-11-27T00:00:00.000Z,Cause undetermined after investigation
102 E MAIN ST,11488264.36,3898825.032,2011-11-27T00:00:00.000Z,NULL
908 HENRY AVE,11486557.35,3901957.311,2011-11-30T00:00:00.000Z,NULL
908 HENRY AVE,11486557.35,3901957.311,2011-11-30T00:00:00.000Z,Unintentional
2121 ANGUS RD #1,11483910.27,3909483.391,2011-12-04T00:00:00.000Z,NULL
522 MEADE AVE,11493254.55,3899019.273,2011-12-05T00:00:00.000Z,NULL
110 WARREN LN,11488615.28,3908104.6,2011-12-06T00:00:00.000Z,NULL
110 WARREN LN,11488615.28,3908104.6,2011-12-06T00:00:00.000Z,Unintentional
33 UNIVERSITY CIR #7,11481967.66,3903153.495,2011-12-08T00:00:00.000Z,NULL
33 UNIVERSITY CIR #7,11481967.66,3903153.495,2011-12-08T00:00:00.000Z,Unintentional
722 ORANGEDALE AVE,11484080.05,3896283.42,2011-12-08T00:00:00.000Z,NULL
722 ORANGEDALE AVE,11484080.05,3896283.42,2011-12-08T00:00:00.000Z,Unintentional
1213 AVON ST #A,11487974.05,3894980.931,2011-12-20T00:00:00.000Z,NULL
201 ELLIOTT AVE,11487373.43,3896356.397,2011-12-22T00:00:00.000Z,NULL
201 ELLIOTT AVE,11487373.43,3896356.397,2011-12-22T00:00:00.000Z,Unintentional
1449 WESTWOOD RD,11487653.11,3903873.172,2011-12-22T00:00:00.000Z,NULL
108 LAUREL CIR,11482577.75,3896618.322,2011-12-23T00:00:00.000Z,NULL
108 LAUREL CIR,11482577.75,3896618.322,2011-12-23T00:00:00.000Z,Unintentional
506 MOSELEY DR #A,11481057.72,3893204.645,2012-01-01T00:00:00.000Z,Unintentional
123 E MAIN ST,11488434.01,3898886.197,2011-12-29T00:00:00.000Z,NULL
740 PROSPECT AVE #A,11484394.38,3896105.077,2012-01-01T00:00:00.000Z,NULL
740 PROSPECT AVE #A,11484394.38,3896105.077,2012-01-01T00:00:00.000Z,Unintentional
1538 E HIGH ST,11494495.25,3900134.374,2012-01-03T00:00:00.000Z,NULL
1215 AUGUSTA ST,11486936.04,3903495.959,2012-01-06T00:00:00.000Z,NULL
710 HIGHLAND AVE,11481500.68,3894338.219,2012-01-06T00:00:00.000Z,NULL
1025 5TH ST SW,11484142.74,3894808.887,2010-12-04T00:00:00.000Z,NULL
1613 DUBLIN RD,11481870.26,3894420.363,2012-01-19T00:00:00.000Z,NULL
1613 DUBLIN RD,11481870.26,3894420.363,2012-01-19T00:00:00.000Z,Cause under investigation
423 2ND ST NE #A,11488892.49,3900081.064,2012-01-21T00:00:00.000Z,NULL
423 2ND ST NE #A,11488892.49,3900081.064,2012-01-21T00:00:00.000Z,Failure of equipment or heat source
1103 DRUID AVE #A,11490085.58,3893667.121,2012-02-03T00:00:00.000Z,Unintentional
409 LANE RD,11482996.49,3898809.453,2012-02-04T00:00:00.000Z,Cause under investigation
604 13TH ST NW,11484398.02,3902282.203,2012-02-27T00:00:00.000Z,Unintentional
406 HEDGE ST,11489519.23,3899896.161,2012-02-28T00:00:00.000Z,NULL
833 PAGE ST,11485319.57,3900265.521,2012-03-06T00:00:00.000Z,Unintentional
611 RUGBY RD #101,11482910.79,3903213.222,2012-02-16T00:00:00.000Z,Unintentional
201 AVON ST,11489419.26,3897915.393,2012-03-11T00:00:00.000Z,Cause under investigation
1136 LOCUST AVE,11495087.92,3903861.088,2012-03-13T00:00:00.000Z,Unintentional
801 E MARKET ST,11489872.53,3898618.84,2012-03-16T00:00:00.000Z,NULL
301 15TH ST NW #1002,11483057.06,3901138.961,2012-03-03T00:00:00.000Z,Unintentional
1215 LEE ST,11483404.36,3899020.127,2012-03-26T00:00:00.000Z,Failure of equipment or heat source
152 CARLTON RD,11491983.63,3896769.626,2012-03-29T00:00:00.000Z,NULL
800 E MARKET ST,11489816.94,3898476.145,2012-03-30T00:00:00.000Z,NULL
302 11TH ST NW,11484421.04,3900785.414,2012-04-09T00:00:00.000Z,Unintentional
814 VILLAGE RD,11482879.49,3894082.022,2012-04-10T00:00:00.000Z,NULL
1154 5TH ST SW,11482227.28,3891948.019,2012-04-10T00:00:00.000Z,NULL
400 PRESTON AVE #100,11487445.41,3899865.44,2012-04-10T00:00:00.000Z,NULL
1215 LEE ST,11483404.36,3899020.127,2012-04-10T00:00:00.000Z,Unintentional
105 EMMET ST N,11480986.07,3902351.267,2012-04-11T00:00:00.000Z,Failure of equipment or heat source
619 W MAIN ST,11486109.35,3899105.468,2012-04-14T00:00:00.000Z,NULL
1613 MERIDIAN ST #A,11487947.2,3892864.212,2012-04-14T00:00:00.000Z,Failure of equipment or heat source
224 SHAMROCK RD #A,11480500.61,3897339.857,2012-04-16T00:00:00.000Z,NULL
2000 MORTON DR,11484395.93,3907938.265,2012-04-17T00:00:00.000Z,Unintentional
1320 EARLY ST,11487686.26,3894685.678,2012-04-20T00:00:00.000Z,Unintentional
224 HARTMANS MILL RD,11485843.03,3895316.988,2012-04-29T00:00:00.000Z,Unintentional
415 E MAIN ST,11489036.01,3898638.398,2012-05-09T00:00:00.000Z,Unintentional
626 ELIZABETH AVE,11493429.03,3904748.755,2012-05-12T00:00:00.000Z,Cause under investigation
1600 KENWOOD LN,11489133.56,3908482.627,2012-05-23T00:00:00.000Z,Cause undetermined after investigation
111 CLEVELAND AVE #A,11478993.28,3895185.576,2012-06-07T00:00:00.000Z,Unintentional
820 HARDY DR,11485169.16,3899869.279,2012-06-17T00:00:00.000Z,Cause under investigation
330 15TH ST NW #1,11483275.62,3901196.527,2012-06-25T00:00:00.000Z,Unintentional
601 PRESTON AVE,11487088.65,3900613.199,2012-06-28T00:00:00.000Z,NULL
250 ZAN RD,11486825.64,3910894.357,2012-06-28T00:00:00.000Z,Failure of equipment or heat source
224 14TH ST NW #101,11483444.65,3900689.131,2012-06-29T00:00:00.000Z,Unintentional
910 1ST ST S #A,11486878.05,3895667.692,2012-07-02T00:00:00.000Z,Cause under investigation
313 2ND ST SE #101,11488355.2,3898147.695,2012-07-03T00:00:00.000Z,NULL
1155 5TH ST SW #A,11481875.1,3892084.067,2012-07-01T00:00:00.000Z,NULL
744 PROSPECT AVE #A,11484580.02,3896282.961,2012-07-05T00:00:00.000Z,Unintentional
1442 RUGBY AVE,11487854.58,3904079.515,2012-07-05T00:00:00.000Z,NULL
255 STRIBLING AVE #A,11476148.21,3895558.584,2012-07-06T00:00:00.000Z,Cause under investigation
253 STRIBLING AVE #A,11476191.28,3895583.61,2012-07-06T00:00:00.000Z,Unintentional
1000 1ST ST S,11486690.27,3895235.953,2012-07-07T00:00:00.000Z,Cause under investigation
810 W MAIN ST,11485288.02,3899155.759,2012-07-08T00:00:00.000Z,NULL
704 FRANKLIN ST,11492705.43,3894648.087,2012-07-13T00:00:00.000Z,Cause under investigation
1311 WERTLAND ST,11483293.54,3900320.81,2012-07-17T00:00:00.000Z,Unintentional
512 W MAIN ST,11486285.18,3898937.766,2012-07-18T00:00:00.000Z,Cause under investigation
410 GARRETT ST #A,11488543.88,3897788.535,2012-08-09T00:00:00.000Z,Unintentional
707 PAGE ST,11485965.29,3900035.638,2012-08-10T00:00:00.000Z,NULL
920 1ST ST S #A,11487042.26,3895655.723,2012-08-13T00:00:00.000Z,Unintentional
402 DICE ST,11486409.36,3898014.587,2012-08-18T00:00:00.000Z,Unintentional
1411 MONTICELLO RD,11490643.56,3894496.506,2012-08-30T00:00:00.000Z,Intentional
829 HARDY DR,11485088.38,3900068.819,2012-08-30T00:00:00.000Z,Cause under investigation
203 MONTE VISTA AVE,11478826.68,3893613.553,2012-09-03T00:00:00.000Z,Intentional
1600 GORDON AVE,11483227.08,3901986.448,2012-09-07T00:00:00.000Z,Unintentional
1018 W MAIN ST,11484197.85,3899550.649,2012-09-11T00:00:00.000Z,Unintentional
108 CLARKE CT #1,11478539.2,3897600.565,2012-09-15T00:00:00.000Z,Unintentional
1904 EMMET ST N,11485364.43,3909516.805,2012-09-19T00:00:00.000Z,Failure of equipment or heat source
816 MONTROSE AVE #A,11489242.12,3895176.798,2012-09-22T00:00:00.000Z,Unintentional
1000 RIDGE ST,11484650.53,3894667.138,2012-09-16T00:00:00.000Z,Cause under investigation
402 PARK ST,11489649.4,3899337.191,2012-09-26T00:00:00.000Z,Unintentional
422 E MAIN ST,11489066.64,3898495.548,2012-09-27T00:00:00.000Z,Unintentional
1804 HYDRAULIC RD,11485397.2,3909838.447,2012-09-28T00:00:00.000Z,NULL
300 MASSIE RD,11480151.37,3904557.343,2012-10-08T00:00:00.000Z,Unintentional
925 E JEFFERSON ST #A,11490746.07,3898778.121,2012-10-06T00:00:00.000Z,Unintentional
1220 RIVER VISTA AVE,11494104.04,3901334.488,2012-10-08T00:00:00.000Z,Unintentional
1017 5TH ST SW,11484256,3894972.073,2012-10-11T00:00:00.000Z,Unintentional
910 1ST ST S #A,11486878.05,3895667.692,2012-10-11T00:00:00.000Z,NULL
1702 E MARKET ST,11494590.54,3896039.209,2012-10-19T00:00:00.000Z,Unintentional
1207 GROVE ST,11482375.57,3898193.038,2012-10-19T00:00:00.000Z,Cause undetermined after investigation
1242 CEDARS CT,11482940.57,3908363.28,2012-11-09T00:00:00.000Z,NULL
918 1ST ST S #A,11486992.35,3895694.764,2012-10-28T00:00:00.000Z,Cause undetermined after investigation
2033 IVY RD,11479777.91,3903168.274,2012-11-10T00:00:00.000Z,Unintentional
964 ROCK CREEK RD,11483855.49,3894696.278,2012-11-13T00:00:00.000Z,Cause under investigation
1215 AVON ST,11487940.12,3894931.978,2012-11-20T00:00:00.000Z,NULL
1248 EMMET ST N,11483679.8,3907499.432,2012-11-13T00:00:00.000Z,Unintentional
408 GARRETT ST #A,11488484.64,3897844.432,2012-11-22T00:00:00.000Z,Unintentional
2510 HILLWOOD PL,11490559.62,3911317.492,2012-12-02T00:00:00.000Z,Unintentional
507 16TH ST NW #1,11483295.58,3902451.762,2012-09-17T00:00:00.000Z,NULL
1515 BROAD AVE,11481538.99,3896901.882,2012-12-23T00:00:00.000Z,NULL
1503 GROVE RD,11488855.68,3907474.125,2012-12-28T00:00:00.000Z,Unintentional
611 RUGBY RD #101,11482910.79,3903213.222,2006-08-29T00:00:00.000Z,NULL
1421 EARLY ST,11487433.93,3894470.839,2013-01-06T00:00:00.000Z,Unintentional
1107 EMMET ST N #A,11482307.43,3906478.21,2013-01-07T00:00:00.000Z,Failure of equipment or heat source
400 RIDGE ST #A,11486877.27,3897863.246,2013-01-10T00:00:00.000Z,Failure of equipment or heat source
107 1ST ST S #201,11488161.86,3898787.117,2012-12-09T00:00:00.000Z,Failure of equipment or heat source
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,Cause undetermined after investigation
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,"Cause, other"
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,"Cause, other"
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,"Cause, other"
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,"Cause, other"
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,"Cause, other"
1256 WERTLAND ST,11483546.69,3900155.298,2013-01-21T00:00:00.000Z,"Cause, other"
801 DALE AVE,11486669.94,3901175.143,2013-01-27T00:00:00.000Z,Cause under investigation
105 WARREN LN,11488496.53,3908440.187,2013-01-28T00:00:00.000Z,Cause under investigation
235 W MAIN ST #A,11487615.2,3899177.478,2013-01-31T00:00:00.000Z,Unintentional
828 ST CLAIR AVE,11492900.67,3900827.025,2013-02-06T00:00:00.000Z,NULL
708 STONEHENGE AVE,11487973.73,3894401.096,2013-02-06T00:00:00.000Z,Failure of equipment or heat source
601 MONTROSE AVE,11488039.3,3895981.204,2013-02-17T00:00:00.000Z,Unintentional
1000 HARRIS ST,11488433.93,3901900.995,2013-02-19T00:00:00.000Z,Failure of equipment or heat source
101 E JEFFERSON ST,11488520.88,3899526.93,2013-02-25T00:00:00.000Z,Failure of equipment or heat source
1210 LITTLE HIGH ST #A,11492313.02,3898343.856,2013-03-01T00:00:00.000Z,Unintentional
2114 ANGUS RD #101,11484297.32,3909465.327,2013-03-02T00:00:00.000Z,Unintentional
409 GARRETT ST #A,11488405.1,3897654.377,2013-02-09T00:00:00.000Z,Unintentional
121 MAURY AVE,11478228.59,3897456.958,2013-03-04T00:00:00.000Z,Unintentional
232 WINE ST #A,11489598.69,3900512.67,2013-03-09T00:00:00.000Z,Failure of equipment or heat source
815 BELMONT AVE,11489782.24,3896490.961,2013-03-09T00:00:00.000Z,Unintentional
2400 ARLINGTON BLVD #1/2,11480783.77,3905759.332,2013-03-13T00:00:00.000Z,Cause under investigation
941 EMMET ST N,11481750.44,3905397.272,2013-03-15T00:00:00.000Z,Cause undetermined after investigation
1605 6TH ST SE,11486723.47,3893865.501,2003-05-11T00:00:00.000Z,NULL
1412 E HIGH ST,11493213.7,3899304.531,2013-03-16T00:00:00.000Z,Unintentional
2100 ANGUS RD,11484473.92,3909284.925,2013-03-19T00:00:00.000Z,NULL
2404 FONTAINE AVE,11477281.27,3897059.785,2013-03-10T00:00:00.000Z,NULL
224 SHAMROCK RD #A,11480500.61,3897339.857,2013-03-27T00:00:00.000Z,Unintentional
1733 DAIRY RD,11486526.01,3907761.161,2013-03-27T00:00:00.000Z,Unintentional
339 MEADE AVE,11492690.08,3898157.001,2013-03-28T00:00:00.000Z,Unintentional
920 1ST ST S #A,11487042.26,3895655.723,2013-01-31T00:00:00.000Z,Unintentional
100 WESTERLY AVE #A,11476516.91,3897176.271,2013-04-03T00:00:00.000Z,Unintentional
1000 CHERRY AVE,11483773.84,3897452.662,2013-04-03T00:00:00.000Z,NULL
601 CHERRY AVE #A,11485499.75,3897721.872,2013-04-05T00:00:00.000Z,Failure of equipment or heat source
503 E MARKET ST,11489356.99,3898835.788,2013-04-11T00:00:00.000Z,Unintentional
1645 CHERRY AVE,11480987.95,3895760.265,2013-04-24T00:00:00.000Z,Failure of equipment or heat source
2035 INDIA RD,11486249.58,3910467.62,2013-04-29T00:00:00.000Z,Unintentional
419 ALTAMONT ST #A,11488229.74,3900385.529,2013-05-05T00:00:00.000Z,Unintentional
542 CLEVELAND AVE #A,11482412.78,3893791.652,2013-05-19T00:00:00.000Z,Cause under investigation
611 7 1/2 ST SW #A,11484454.67,3897119.669,2013-05-21T00:00:00.000Z,Cause under investigation
1705 EMMET ST N,11484529.78,3909235.166,2013-05-29T00:00:00.000Z,NULL
922 HENRY AVE #A,11486292.77,3902134.587,2013-05-30T00:00:00.000Z,Unintentional
320 VALLEY RD EXT,11481658.48,3897425.284,2013-06-25T00:00:00.000Z,NULL
804 WEST ST,11485990.34,3900657.076,2013-06-27T00:00:00.000Z,Failure of equipment or heat source
301 15TH ST NW #1002,11483057.06,3901138.961,2013-05-09T00:00:00.000Z,Cause under investigation
925 ANDERSON ST,11485206.67,3900974.437,2013-07-01T00:00:00.000Z,Unintentional
1625 MERIDIAN ST #A,11487895.33,3892294.852,2013-07-06T00:00:00.000Z,Unintentional
408 PARK ST,11489665.74,3899434.281,2013-07-10T00:00:00.000Z,Unintentional
1625 MERIDIAN ST #A,11487895.33,3892294.852,2013-07-15T00:00:00.000Z,Unintentional
502 11TH ST NW,11484706.86,3901539.41,2013-07-25T00:00:00.000Z,Failure of equipment or heat source
1341 LONG ST,11494550.16,3900594.318,2013-07-30T00:00:00.000Z,NULL
1500 CARLTON AVE #9,11492717.21,3895105.441,2013-07-23T00:00:00.000Z,Cause under investigation
119 LONGWOOD DR #A,11481073.58,3892616.605,2013-07-23T00:00:00.000Z,Unintentional
205 HARRIS RD #A,11480768.77,3893577.05,2013-08-17T00:00:00.000Z,Failure of equipment or heat source
1000 E MARKET ST #A,11490631.89,3898094.58,2013-08-22T00:00:00.000Z,Failure of equipment or heat source
118 ROBERTSON AVE,11479096,3896514.585,2013-09-03T00:00:00.000Z,NULL
601 PRESTON AVE,11487088.65,3900613.199,2013-09-14T00:00:00.000Z,Unintentional
707 PROSPECT AVE,11484384.28,3896622.08,2013-09-23T00:00:00.000Z,NULL
1427 UNIVERSITY AVE,11482869.71,3900295.088,2013-10-05T00:00:00.000Z,Unintentional
1904 EMMET ST N,11485364.43,3909516.805,2013-10-06T00:00:00.000Z,NULL
123 CLEVELAND AVE #A,11479320.1,3895155.428,2013-10-07T00:00:00.000Z,NULL
133 GOODMAN ST,11489980.31,3897233.572,2013-10-13T00:00:00.000Z,Unintentional
127 CHANCELLOR ST,11482596.69,3901217.507,2013-10-17T00:00:00.000Z,NULL
104 14TH ST NW #1,11483174.23,3900209.412,2013-10-18T00:00:00.000Z,Unintentional
1001 PRESTON AVE,11485360.1,3902206.324,2013-10-22T00:00:00.000Z,NULL
1409 GRADY AVE #1,11483800.6,3902459.459,2013-10-26T00:00:00.000Z,NULL
1337 CARLTON AVE,11493244.53,3895516.589,2013-10-27T00:00:00.000Z,"Cause, other"
1532 CHERRY AVE #A,11481216.06,3896334.005,2013-10-30T00:00:00.000Z,NULL
372 RIVERSIDE AVE,11495949.17,3897418.171,2013-11-04T00:00:00.000Z,Intentional
1501 6TH ST SE,11486916.99,3894412.073,2013-11-08T00:00:00.000Z,Failure of equipment or heat source
416 GARRETT ST #A,11488604.99,3897645.969,2013-11-09T00:00:00.000Z,Cause under investigation
782 PROSPECT AVE,11484075.86,3895749.098,2013-11-11T00:00:00.000Z,Cause under investigation
1806 EASTVIEW ST,11490926.84,3892953.064,2013-11-14T00:00:00.000Z,NULL
600 RUGBY RD,11482874.27,3902905.123,2013-11-23T00:00:00.000Z,Cause under investigation
200 GARRETT ST,11487955.44,3897990.419,2013-11-12T00:00:00.000Z,Cause undetermined after investigation
701 E HIGH ST,11489944.09,3899288.814,2013-12-08T00:00:00.000Z,Failure of equipment or heat source
320 14TH ST NW,11483553.59,3901114.681,2013-12-09T00:00:00.000Z,Failure of equipment or heat source
1003 ROUGEMONT AVE,11488772.06,3892951.948,2013-12-12T00:00:00.000Z,Cause undetermined after investigation
808 HENRY AVE,11486943.86,3901700.959,2013-12-13T00:00:00.000Z,Failure of equipment or heat source
762 PROSPECT AVE #A,11484693.02,3896278.98,2013-12-16T00:00:00.000Z,Unintentional
827 ORANGEDALE AVE,11483306.75,3895245.388,2013-12-25T00:00:00.000Z,Cause under investigation
825 ORANGEDALE AVE,11483312.51,3895254.008,2013-12-25T00:00:00.000Z,"Cause, other"
211 HARTMANS MILL RD,11486153.41,3895155.113,2013-12-31T00:00:00.000Z,Unintentional
846 ROCK CREEK RD,11483242.99,3895639.338,2014-01-11T00:00:00.000Z,Unintentional
1457 AVON ST,11487335.54,3893909.709,2014-01-16T00:00:00.000Z,Cause undetermined after investigation
509 12TH ST NW,11484443.93,3901913.146,2014-01-17T00:00:00.000Z,Cause undetermined after investigation
921 RIVER RD,11494584.88,3900846.309,2014-01-19T00:00:00.000Z,Cause under investigation
1600 EMMET ST N,11484612.13,3908787.77,2014-01-23T00:00:00.000Z,Cause undetermined after investigation
1000 ROCKLAND AVE,11489028.42,3893405.306,2014-01-25T00:00:00.000Z,NULL
1427 UNIVERSITY AVE,11482869.71,3900295.088,2014-02-07T00:00:00.000Z,Unintentional
900 PRESTON AVE,11485995.35,3901173.921,2014-02-11T00:00:00.000Z,Act of nature
738 PROSPECT AVE #A,11484398.81,3896112.385,2014-02-13T00:00:00.000Z,Cause undetermined after investigation
314 CLEVELAND AVE,11480127.74,3894690.845,2014-02-14T00:00:00.000Z,Unintentional
981 2ND ST SE,11487519.82,3896380.081,2014-02-22T00:00:00.000Z,Unintentional
2400 ANGUS RD,11483084.4,3910210.526,2014-02-26T00:00:00.000Z,NULL
228 ROSSER AVE E,11485069.53,3902255.736,2014-02-24T00:00:00.000Z,Unintentional
1252 EMMET ST N,11483604.17,3907388.427,2014-03-07T00:00:00.000Z,Unintentional
1185 SEMINOLE TRL,11487192.08,3912634.412,2014-03-11T00:00:00.000Z,NULL
407 GARRETT ST #A,11488335.71,3897630.035,2014-03-14T00:00:00.000Z,NULL
748 PROSPECT AVE #A,11484433.75,3896041.574,2014-03-20T00:00:00.000Z,Unintentional
604 CHERRY AVE,11485331.92,3897590.544,2014-03-22T00:00:00.000Z,Unintentional
1400 PEN PARK RD,11496852.23,3905923.098,2014-04-01T00:00:00.000Z,NULL
707 PROSPECT AVE,11484384.28,3896622.08,2014-04-01T00:00:00.000Z,NULL
600 BOLLING AVE,11488312.72,3896464.601,2014-04-01T00:00:00.000Z,Cause undetermined after investigation
103 PETERSON PL,11490046.1,3907692.989,2014-04-10T00:00:00.000Z,Unintentional
811 W MAIN ST,11485484.73,3899296.874,2014-04-02T00:00:00.000Z,Failure of equipment or heat source
724 PROSPECT AVE #A,11484454.6,3896389.32,2014-04-10T00:00:00.000Z,NULL
770 PROSPECT AVE #A,11484477.87,3895923.963,2014-04-10T00:00:00.000Z,NULL
716 LEVY AVE,11489516.95,3897259.552,2014-04-13T00:00:00.000Z,NULL
1113 CHERRY ST,11491461.34,3896720.845,2014-04-14T00:00:00.000Z,Cause undetermined after investigation
701 CHERRY AVE,11485339.77,3897846.774,2014-04-21T00:00:00.000Z,Unintentional
1000 CHERRY AVE,11483773.84,3897452.662,2014-04-24T00:00:00.000Z,NULL
2046 BARRACKS RD,11483268.36,3906617.77,2014-04-27T00:00:00.000Z,Failure of equipment or heat source
1185 SEMINOLE TRL,11487192.08,3912634.412,2014-05-23T00:00:00.000Z,Unintentional
1101 E MARKET ST,11490973.34,3898020.776,2014-05-11T00:00:00.000Z,Unintentional
934 E JEFFERSON ST,11490730.22,3898610.165,2014-06-11T00:00:00.000Z,Act of nature
2029 IVY RD,11479887.65,3903082.699,2014-07-05T00:00:00.000Z,Unintentional
104 14TH ST NW #1,11483174.23,3900209.412,2014-07-02T00:00:00.000Z,Unintentional
2000 MICHIE DR,11486260.7,3909022.048,2014-07-07T00:00:00.000Z,NULL
719 PROSPECT AVE,11484341.89,3896423.506,2014-07-07T00:00:00.000Z,Cause undetermined after investigation
1000 RIDGE ST,11484650.53,3894667.138,2014-07-08T00:00:00.000Z,NULL
1619 MADISON AVE #A,11486069.93,3903041.867,2014-07-17T00:00:00.000Z,Cause undetermined after investigation
2006 STADIUM RD #1,11478528.65,3897970.6,2014-07-28T00:00:00.000Z,Unintentional
752 PROSPECT AVE #A,11484353.82,3895923.407,2014-08-03T00:00:00.000Z,NULL
